stop_id,stop_name,stop_lat,stop_lon,location_type
500144,N Cameron St opp. Verbeke St,40.2743,-76.878014,0
500145,Walnut St opp. #2201,40.274426,-76.856636,0
500146,Walnut St @ #2201,40.274364,-76.856735,0
500147,Herr St opp. N 14th St,40.274364,-76.872551,0
500148,W Areba Ave @ Briarcrest Apartments,40.27422,-76.665718,0
500149,N 6th St & Harris St,40.274406,-76.887253,0
500150,N 6th St & Harris St,40.274502,-76.887451,0
500152,Herr St & N 14th St,40.274544,-76.872505,0
500154,Market Street Rd & Boas St,40.274792,-76.844528,0
500158,Walnut St & N 23rd St,40.274921,-76.855019,0
500159,Herr St & N 15th St,40.274902,-76.871262,0
500160,Market St Rd & Boas St,40.274837,-76.844193,0
500161,Herr St & N 15th St,40.275089,-76.87117,0
500162,N 23rd St & Walnut St,40.275131,-76.854874,0
500163,N 3rd St & Kelker St,40.275135,-76.893013,0
500164,Herr St & N 16th St,40.275192,-76.870293,0
500165,N 3rd St & Kelker St,40.275192,-76.892883,0
500166,Union Square @ Gabriel Brothers,40.275284,-76.824249,0
500167,Herr St & N 16th St,40.275368,-76.870201,0
500168,Union Square @ Salvation Army,40.275482,-76.82634,0
500169,N Cameron St & Calder St,40.275517,-76.878334,0
500171,N Cameron St & Calder St,40.275574,-76.878418,0
500173,Herr St & N 17th St,40.2756,-76.868835,0
500174,N 6th St & Hamilton St,40.275806,-76.887955,0
500176,Herr St & N 17th St,40.275791,-76.868713,0
500177,Walnut St opp. Forster St,40.275803,-76.8535,0
500179,N 6th St & Hamilton St,40.275841,-76.888107,0
500182,Herr St & N 18th St,40.275997,-76.867409,0
500183,W Areba Ave & Half St,40.276012,-76.663528,0
500184,Herr St & N 18th St,40.27623,-76.867172,0
500185,N 3rd St & Muench St,40.276402,-76.893738,0
500187,Walnut St & 24th St,40.276508,-76.852478,0
500188,Walnut St & 24th St,40.276436,-76.852501,0
500189,N 3rd St & Muench St,40.276443,-76.893982,0
500190,Herr St & N 19th St,40.276581,-76.865273,0
500192,Union Square @ Weis Markets,40.27663,-76.824265,0
500194,Walnut St & Boas St,40.276772,-76.851952,0
500195,Herr St opp. N 19th St,40.276772,-76.865242,0
500196,W Areba Ave & Hockersville Rd,40.276859,-76.66214,0
500197,Herr St & Arsenal Blvd,40.276978,-76.863945,0
500198,N 6th St & Kelker St,40.276993,-76.888557,0
500201,N 6th St & Kelker St,40.277103,-76.888748,0
500204,Point Mall @ Giant,40.277416,-76.816467,0
500205,S Enola Dr & 5th St,40.277477,-76.922775,0
500206,S 25th St & Walnut St,40.277515,-76.851128,0
500209,N 3rd St & Peffer St,40.277603,-76.894585,0
500210,N 3rd St & Peffer St,40.277679,-76.894852,0
500211,Herr St & N 21st St,40.277824,-76.860909,0
500212,S Enola Dr & Everheart Ln,40.277824,-76.923401,0
500213,Michigan Dr & Ontario Dr (Twin Lakes Apartments),40.277931,-76.810287,0
500216,Union Deposit Rd & Stuart Pl,40.277962,-76.840088,0
500219,Union Deposit Rd & S 32nd St,40.277992,-76.839523,0
500221,Ontario Dr & Huron Dr (Twin Lakes Apartments),40.278023,-76.808098,0
500223,Union Deposit Rd & Powers Ave,40.278107,-76.82682,0
500224,Union Deposit Rd @ Wendy's,40.278255,-76.824646,0
500226,Herr St opp. Cherry St,40.278236,-76.860008,0
500228,N 6th St & Muench St,40.278248,-76.889191,0
500231,Union Deposit Rd & Latshmere Dr,40.27832,-76.838661,0
500235,Walnut St & Banks St,40.278324,-76.849861,0
500237,Union Deposit Rd @ McDonald's,40.278419,-76.822021,0
500238,S Enola Dr & Pennsylvania Ave,40.278404,-76.92614,0
500240,N 6th St & Muench St,40.278435,-76.88942,0
500242,S Enola Dr & Creekside Dr,40.278492,-76.926476,0
500243,Union Deposit Rd & Victoria Ave,40.2785,-76.823601,0
500244,Union Deposit Rd @ Walnut Crossing Apartments,40.278576,-76.838486,0
500245,Walnut St & Canby St,40.278587,-76.849686,0
500252,Union Deposit Rd & Shield St,40.278759,-76.833076,0
500253,Point Mall @ Citizen's Bank,40.278851,-76.815865,0
500254,Edgemont Rd & Herr St,40.278893,-76.858398,0
500257,N 3rd St & Maclay St,40.278992,-76.895584,0
500259,Union Deposit Rd & Redwood St,40.279045,-76.835594,0
500260,Dauphin Plaza @ Price-Rite,40.27906,-76.827347,0
500261,N 3rd St & Maclay St,40.279091,-76.895859,0
500263,Union Deposit Rd & Redwood St,40.279205,-76.835617,0
2744873,Division St & N 4th St,40.291378,-76.899483,0
500266,Twin Lakes Apartments (Highway Stop),40.279373,-76.810211,0
500267,Walnut St & 27th St,40.279476,-76.848328,0
500268,Dauphin Plaza @ Ashley Furniture,40.279476,-76.824814,0
500269,S Enola Dr & Locust St,40.279514,-76.927498,0
500270,S Enola Dr & Locust St,40.279556,-76.927803,0
500271,N 6th St & Peffer St,40.279598,-76.889816,0
500273,Dauphin Plaza @ Big Lots,40.279606,-76.826195,0
500274,N Cameron St & Kelker St,40.279655,-76.879753,0
500275,N 6th St & Peffer St,40.279682,-76.89006,0
500278,Walnut St & 27th St,40.279728,-76.848198,0
500279,N Cameron St & Kelker St,40.279728,-76.87989,0
500280,Old Union Deposit Rd & Scenery Dr,40.279877,-76.813652,0
500282,S Enola Dr & Pine St,40.280449,-76.92868,0
500283,N 6th St & Maclay St,40.280346,-76.890244,0
500285,S Enola Dr & Pine St,40.280312,-76.928703,0
500287,Walnut St & 28th St,40.28038,-76.847115,0
500288,N 6th St & Maclay St,40.280605,-76.890518,0
500289,N 3rd St & Woodbine St,40.280609,-76.896378,0
500290,Walnut St & 28th St,40.280643,-76.847023,0
500291,N 3rd St & Woodbine St,40.280697,-76.896606,0
500292,S Enola Dr opp. Adams St,40.281067,-76.92939,0
500293,S Enola Dr & Adams St,40.281101,-76.929672,0
500294,N Cameron St & Muench St,40.28112,-76.880173,0
500295,N Cameron St opp. Budget Bakery,40.281902,-76.880661,0
500296,Avila Rd & Wagon Wheel Ct,40.281597,-76.81546,0
500297,Edgemont Rd & Wayne Ave,40.281624,-76.856834,0
500298,Edgemont Rd & Wayne Ave,40.281631,-76.857018,0
500302,Walnut St & S 30th St,40.28178,-76.845345,0
500305,Rutherford Rd & Union Deposit Rd,40.281773,-76.798225,0
500306,Four Seasons Blvd & Pond Rd (Far Side),40.282001,-76.79425,0
500307,N 6th St & Woodbine St,40.282051,-76.891144,0
500308,Walnut St & N 30th St,40.282108,-76.845169,0
500309,N 6th St & Woodbine St,40.282177,-76.891342,0
500310,Scenery Dr & Lakewood Dr,40.282204,-76.810844,0
500311,N 3rd St & Emerald St,40.282242,-76.897125,0
500312,N 3rd St & Emerald St,40.282303,-76.897369,0
500314,Edgemont Rd & Columbia Ave,40.282372,-76.856499,0
500317,W Chocolate Ave @ Days Inn,40.282524,-76.658066,0
500320,S Enola Dr & Beale Ave,40.282635,-76.931526,0
500321,N 6th St & Camp St,40.282726,-76.891464,0
500322,Londonderry Rd opp. Avila Rd,40.282688,-76.815781,0
500323,S Enola Dr & Beale Ave,40.282787,-76.931496,0
500324,N 6th St & Camp St,40.282932,-76.891739,0
500326,Walnut St & 31st St,40.282974,-76.843826,0
500328,Four Seasons Blvd & Pond Rd (Near Side),40.283028,-76.795464,0
500330,Walnut St & 31st St,40.283142,-76.843834,0
500333,N 6th St & Emerald St,40.283604,-76.89193,0
1327726,S Front St & Swatara St,40.23283,-76.8367,0
500335,Edgemont Rd & Brown St,40.283726,-76.855919,0
500336,Walnut St opp. N 32nd St,40.283733,-76.842834,0
500337,N 25th St & Brown St,40.283764,-76.853592,0
500340,N 6th St & Emerald St,40.283775,-76.892189,0
500341,Scenery Dr & Londonderry Rd,40.283833,-76.809235,0
500342,N 3rd St & Seneca St,40.283844,-76.897865,0
500343,Walnut St & N 32nd St,40.283882,-76.842896,0
500345,N 3rd St & Seneca St,40.283932,-76.898109,0
500347,W Chocolate Ave & Ridge Rd,40.283989,-76.65419,0
500348,W Chocolate Ave & Ridge Rd,40.284222,-76.654251,0
500349,N 6th St & Curtin St,40.284405,-76.892326,0
500351,N 6th St & Curtin St,40.284519,-76.892578,0
500352,Walnut St & Progress Ave,40.28455,-76.841782,0
500353,W Chocolate Ave & Linden Rd,40.284645,-76.652504,0
500355,S Enola Dr & North Ave,40.284794,-76.932281,0
500356,S Enola Dr & North Ave,40.284801,-76.932106,0
500358,Chocolate Ave & Cocoa Ave,40.28516,-76.651169,0
500359,N 6th St & Seneca St,40.285206,-76.892746,0
500360,N 25th St opp. Highland Ave,40.285294,-76.853203,0
500361,Locust Ln & N Progress Ave,40.285309,-76.843147,0
500362,Walnut St & 34th St,40.285328,-76.841042,0
500363,Locust Ln & N 28th St,40.285332,-76.848541,0
500364,Hershey Intermodal Center (Highway Stop),40.285374,-76.651176,0
500365,N 6th St & Seneca St,40.285374,-76.893021,0
500367,Locust Ln & N 32nd St,40.285427,-76.843765,0
500368,Locust Ln & N 28th St,40.285439,-76.848282,0
500369,N 3rd St & Schuylkill St,40.285473,-76.898621,0
500370,N 3rd St & Schuylkill St,40.285542,-76.898865,0
500372,Locust Ln & N 25th St,40.286057,-76.853088,0
500376,Walnut St & Shell St,40.286697,-76.83905,0
500378,N Cameron St @ Farm Show,40.285999,-76.88166,0
500379,N 6th St & Schuylkill St,40.286804,-76.893585,0
500380,Walnut St opp. Shell St,40.286873,-76.839073,0
500381,N 3rd St & Polyclinic Ave,40.286945,-76.899284,0
500382,N Cameron St opp. Farm Show,40.286983,-76.881607,0
500383,N 6th St & Schuylkill St,40.287006,-76.893875,0
500384,N 3rd St & Radnor St,40.28717,-76.899628,0
500385,S Enola Dr & Wertzville Rd,40.287346,-76.932983,0
500386,S Enola Dr opp. Wertzville Rd,40.287357,-76.932808,0
500387,Walnut St & Fox St,40.287872,-76.837433,0
500391,Walnut St & N 36th St,40.288105,-76.837502,0
500392,N 6th St & Radnor St,40.288414,-76.89415,0
500393,S Enola Dr opp. Cassatt St,40.288456,-76.933098,0
500394,S Enola Dr & Cassatt St,40.288517,-76.933281,0
500395,N Progress Ave & N 34th St,40.28857,-76.842728,0
500397,N 6th St & Radnor St,40.288658,-76.894363,0
500398,N 3rd St & Wiconisco St,40.288689,-76.900108,0
500399,N Progress Ave opp. N 34th St,40.288712,-76.84288,0
500400,N 3rd St & Wiconisco St,40.288788,-76.900375,0
500402,Walnut St opp. Fishburn St,40.288845,-76.836487,0
500405,Enola Dr & Cumberland Rd,40.289673,-76.933708,0
500406,S Enola Dr & Cumberland St,40.289738,-76.933548,0
500407,Walnut St & Linn St,40.289791,-76.834747,0
500409,N Progress Ave @ The Pines Apartments (opp. Brookfield Rd),40.289803,-76.842773,0
500410,N 6th St & Geary Ave,40.289848,-76.894508,0
500412,Park Ave & E Derry Rd,40.290016,-76.652542,0
500413,N 6th St & Wiconisco St,40.290131,-76.894714,0
500418,Walnut St & Penrose St,40.290314,-76.833954,0
500419,N 3rd St & Shamokin St,40.290314,-76.900917,0
500420,Walnut St & N 38th St,40.290386,-76.834259,0
500421,Shamokin St & N 3rd St,40.290409,-76.901054,0
500423,Division St & N 2nd St,40.291065,-76.904282,0
500424,Division St & N 4th St,40.29129,-76.899574,0
500426,Division St & Reel St,40.291412,-76.897339,0
500429,N 6th St & Division St,40.29142,-76.894943,0
500430,Division St & N 6th St,40.291485,-76.895134,0
500431,N Enola Dr & W Perry St,40.291496,-76.934418,0
500433,Division St & Jefferson St,40.291584,-76.894035,0
500434,N Enola Dr & W Perry St,40.291531,-76.934265,0
500435,Walnut St opp. Centerfield Rd,40.29158,-76.832153,0
500437,N 6th St & Division St,40.291695,-76.895187,0
500438,Walnut St & Cloverfield Rd,40.291737,-76.832298,0
500439,Uptown Plaza @ McDonald's,40.291916,-76.892929,0
500442,N Progress Ave & Cloverfield Rd,40.292225,-76.843262,0
500445,N 2nd St & Manor St,40.292358,-76.904175,0
500446,Walnut St & 39th St,40.292408,-76.830894,0
500448,N 2nd St & Manor St,40.292526,-76.90432,0
500449,Walnut St & 39th St,40.292671,-76.830963,0
500450,N 6th St & Woodland St,40.293125,-76.895294,0
500452,Park Ave & Northeast Dr,40.293324,-76.652245,0
500455,Uptown Plaza,40.293526,-76.893196,0
500457,N Enola Dr & Dauphin St,40.293541,-76.934174,0
500458,N Enola Dr & Dauphin St,40.293575,-76.933983,0
500459,N Progress Ave & Trinity Rd,40.293892,-76.843796,0
500460,HACC Dr opp. Credit Union Pl (PSECU),40.293858,-76.884621,0
500461,Walnut St & Sterling Aly,40.293499,-76.829834,0
500462,Jonestown Rd & Franklin St,40.29414,-76.8284,0
500466,N 2nd St @ Dixon University,40.294445,-76.903923,0
500467,N 2nd St @ Dixon University,40.294739,-76.904007,0
500470,Graham St & Hoffman St,40.295021,-76.895828,0
500471,N 6th St & Graham St,40.295097,-76.895767,0
500472,Graham St & N 5th St,40.295254,-76.89743,0
500473,N Enola Dr @ Cemetery Entrance,40.295269,-76.934853,0
500474,N Enola Dr opp. Cemetery Entrance,40.29528,-76.934662,0
500475,Graham St & N 4th St,40.295345,-76.898636,0
500477,N 36th St opp. Brookside Dr,40.295422,-76.838799,0
500478,Graham St & N 3rd St,40.295437,-76.899666,0
500479,Jonestown Rd & Madison St,40.295502,-76.826935,0
500480,N 2nd St & Graham St,40.295612,-76.903732,0
500481,Jonestown Rd & Interstate 83,40.295715,-76.82634,0
500482,N 2nd St & Graham St,40.295788,-76.903831,0
500483,N Enola Dr & Columbia Rd,40.295982,-76.934906,0
500485,E Columbia Rd & Beaver Ave,40.296604,-76.932365,0
500487,N Enola Dr & Shady Ln,40.296722,-76.935226,0
500489,N 2nd St & Edward St,40.296963,-76.903236,0
500490,N 3rd St & Edward St,40.296982,-76.899811,0
500492,N 6th St & Angenese St,40.297054,-76.896149,0
500493,N Progress Ave & Andrea Ave,40.297073,-76.845909,0
500495,N 2nd St & Edward St,40.297138,-76.903427,0
500496,E Shady Ln & Beaver Ave,40.297462,-76.93277,0
500497,E Shady Ln & Beaver Ave,40.297474,-76.93277,0
500498,Shady Lane Olympic Skating Park & Ride Lot,40.297874,-76.931427,0
500501,E Shady Ln & N Enola Rd,40.297928,-76.928841,0
500502,N 3rd St & Lewis St,40.29834,-76.899673,0
500503,N 2nd St & Lewis St,40.298351,-76.90274,0
500504,N 2nd St & Lewis St,40.298492,-76.902939,0
500505,N Enola Dr opp. East Pennsboro High School,40.298607,-76.936928,0
500506,N 6th St & Vaughn St,40.299271,-76.895973,0
500508,N Enola Dr & Bungalow Rd,40.299553,-76.937904,0
500509,Vaughn St & N 4th St,40.299675,-76.897881,0
500510,Vaughn St & N 3rd St,40.299786,-76.899338,0
500511,N 2nd St & Vaughn St,40.299892,-76.902176,0
500512,N 2nd St & Vaughn St,40.300037,-76.902351,0
500513,Jonestown Rd opp. Berryhill Rd,40.300316,-76.81768,0
500515,N Enola Dr & Louis Ln,40.300133,-76.938766,0
500516,Louis Ln opp. Henry Rd,40.300858,-76.936111,0
500518,Jonestown Rd & Miller Rd,40.300877,-76.815575,0
500519,Stonebridge Apartments (Colonial Rd & Williamsburg Dr),40.300991,-76.821014,0
500520,Jonestown Rd opp. Miller Rd,40.301193,-76.815529,0
500521,Louis Ln & Winter Ln,40.30159,-76.934242,0
500522,Jonestown Rd & Care St,40.301918,-76.813637,0
500523,Jonestown Rd & Edwin Ave,40.301865,-76.813225,0
500524,N 2nd St & Bergner St,40.302101,-76.901428,0
500526,N 2nd St & Bergner St,40.302277,-76.901619,0
500529,Boscov's (Colonial Park Mall),40.302662,-76.820137,0
500532,Louis Ln & Autumn Ln,40.302753,-76.933289,0
500533,Jonestown Rd & Prince St,40.302925,-76.810715,0
500534,Jonestown Rd & N Houcks Rd,40.303207,-76.810768,0
500535,College Hill Road & Raymond Rd,40.303471,-76.939697,0
500541,N 2nd St & Montrose St,40.303944,-76.90094,0
500543,College Hill Rd & B St,40.304146,-76.935005,0
500545,Brindle Dr @ Comcast,40.303711,-76.839897,0
500546,Jonestown Rd & Earl Ave (Liberty Square),40.304695,-76.807449,0
500547,Jonestown Rd & Horton St,40.304787,-76.807724,0
500548,N Progress Ave @ Nationwide,40.305225,-76.849777,0
500552,Jonestown Rd & Devonshire Rd,40.306763,-76.805611,0
500554,Estherton Ave & N 6th St,40.307873,-76.894669,0
500555,N 6th St & Estherton Ave,40.307934,-76.894623,0
500556,Estherton Ave & N 4th St,40.308029,-76.895821,0
500557,N Progress Ave & Kohn Rd,40.308086,-76.850182,0
500558,Estherton Ave & N 4th St,40.308117,-76.895584,0
500560,Estherton Ave & N 3rd St,40.308331,-76.896782,0
500561,Jonestown Rd & Parkchester Rd,40.308823,-76.803391,0
500562,Colonial Commons @ Hallmark,40.310478,-76.803474,0
500564,N 6th St & Heister Rd,40.311077,-76.894585,0
500565,N 6th St & Heister Rd,40.311043,-76.894409,0
500566,Colonial Commons @ Joanns,40.31155,-76.805702,0
500568,N 6th St & Greenwalt Ln,40.313217,-76.894646,0
500569,N 6th St & Greenwalt Ln,40.313385,-76.894852,0
500570,Jonestown Rd @ Hoffman Ford,40.314121,-76.798691,0
500571,N 6th St & Brook St,40.315357,-76.895035,0
500572,N 6th St opp. Brook St,40.315414,-76.895164,0
500573,Jonestown Rd & Lockwillow Ave,40.315971,-76.796875,0
