trip_id,route_id,service_id,trip_headsign,block_id,shape_id
119,4,1,Outbound,1191,36
7,1,1,Outbound,1011,45
679,6,2,Outbound,7151,74
533,25,1,Outbound,1271,161
150,4,1,Inbound,1362,51
402,13,1,Outbound,2641,80
128,4,1,Outbound,2581,36
14,1,1,Outbound,1211,45
774,13,2,Outbound,7501,81
829,32,2,Outbound,7171,12
433,14,1,Outbound,2581,0
604,55,1,Inbound,4231,180
658,2,2,Inbound,7381,37
37,1,1,Inbound,1011,40
501,22,1,Inbound,1011,146
686,6,2,Outbound,7231,74
231,6,1,Inbound,2591,61
732,8,2,Outbound,7211,7
655,4,2,Outbound,7531,36
763,8,2,Inbound,7421,109
310,8,1,Inbound,1251,132
666,2,2,Inbound,6051,37
581,55,1,Outbound,1181,20
867,1,2,Outbound,7441,45
467,18,1,Inbound,1271,46
931,19,2,Outbound,7501,2
478,19,1,Outbound,1402,2
1986,56,1,Outbound,2601,173
294,8,1,Inbound,1101,14
341,9,1,Inbound,1221,1
149,4,1,Inbound,1271,51
376,11,1,Inbound,1511,68
368,11,1,Outbound,1372,69
580,55,1,Outbound,1261,20
328,9,1,Outbound,1181,44
584,55,1,Inbound,1491,92
893,23,1,Outbound,1131,153
940,53,1,Inbound,1462,71
418,13,1,Inbound,2621,97
659,2,2,Inbound,7511,37
709,14,2,Inbound,7481,8
603,55,1,Inbound,4211,141
701,14,2,Outbound,7541,0
75,2,1,Outbound,1291,118
908,23,1,Inbound,4151,42
1787,48,1,Outbound,3011,10
347,9,1,Inbound,2571,1
309,8,1,Inbound,1291,132
336,9,1,Outbound,2591,44
782,11,2,Outbound,8271,69
491,20,1,Outbound,2561,77
284,8,1,Outbound,4211,15
464,18,1,Outbound,2672,47
1991,54,1,Outbound,1471,48
257,7,1,Inbound,2561,96
1817,48,1,Outbound,1452,10
446,16,1,Inbound,1161,34
1823,48,1,Outbound,1542,10
941,53,1,Inbound,2631,70
74,2,1,Outbound,1362,43
983,1,1,Outbound,1081,45
488,19,1,Inbound,1402,182
890,23,1,Outbound,1441,151
729,6,2,Inbound,8291,142
222,6,1,Inbound,1031,61
707,14,2,Inbound,7171,8
200,6,1,Outbound,1131,19
210,6,1,Outbound,2651,117
79,2,1,Outbound,2671,118
720,6,2,Inbound,7151,142
741,8,2,Outbound,7251,7
642,2,2,Outbound,7531,43
171,5,1,Outbound,4111,91
670,2,2,Inbound,7501,37
133,4,1,Outbound,4081,36
668,2,2,Inbound,8291,37
302,8,1,Inbound,1541,13
560,26,1,Outbound,1312,55
379,11,1,Inbound,1121,68
307,8,1,Inbound,1051,132
444,14,1,Inbound,2611,8
749,8,2,Outbound,7151,7
717,14,2,Inbound,8271,8
699,14,2,Outbound,7541,0
600,55,1,Outbound,2631,110
728,6,2,Inbound,7231,142
181,5,1,Inbound,1021,22
